,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,module
2309,GO:BP,GO:1901888,regulation of cell junction assembly,0.004881130516805607,True,"""Any process that modulates the frequency, rate or extent of cell junction assembly."" [GOC:TermGenie]",236,63,6,26963,0.09523809523809523,0.025423728813559324,query_1,"['GO:0034329', 'GO:0044087', 'GO:0051128']",Glut-M6
2310,GO:BP,GO:0007399,nervous system development,0.004881130516805607,True,"""The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state."" [GOC:dgh]",2531,63,18,26963,0.2857142857142857,0.007111813512445673,query_1,['GO:0048731'],Glut-M6
2311,GO:BP,GO:0031290,retinal ganglion cell axon guidance,0.004881130516805607,True,"""The process in which the migration of an axon growth cone of a retinal ganglion cell (RGC) is directed to its target in the brain in response to a combination of attractive and repulsive cues."" [GOC:ejs]",21,63,3,26963,0.047619047619047616,0.14285714285714285,query_1,['GO:0007411'],Glut-M6
2312,GO:BP,GO:0051246,regulation of protein metabolic process,0.004881130516805607,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]",1835,63,15,26963,0.23809523809523808,0.008174386920980926,query_1,"['GO:0019538', 'GO:0060255', 'GO:0080090']",Glut-M6
2313,GO:BP,GO:0006915,apoptotic process,0.004881130516805607,True,"""A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died."" [GOC:cjm, GOC:dhl, GOC:ecd, GOC:go_curators, GOC:mtg_apoptosis, GOC:tb, ISBN:0198506732, PMID:18846107, PMID:21494263]",2066,63,16,26963,0.25396825396825395,0.007744433688286544,query_1,['GO:0012501'],Glut-M6
2314,GO:BP,GO:0098664,G protein-coupled serotonin receptor signaling pathway,0.004881130516805607,True,"""The series of molecular signals generated as a consequence of a G protein-coupled serotonin receptor binding to one of its physiological ligands."" [GOC:mah]",23,63,3,26963,0.047619047619047616,0.13043478260869565,query_1,['GO:0007186'],Glut-M6
2315,GO:BP,GO:0043067,regulation of programmed cell death,0.004881130516805607,True,"""Any process that modulates the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]",1702,63,15,26963,0.23809523809523808,0.00881316098707403,query_1,"['GO:0012501', 'GO:0050794']",Glut-M6
2316,GO:BP,GO:0050789,regulation of biological process,0.00507041561236907,True,"""Any process that modulates the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:ai, GOC:go_curators]",13153,63,47,26963,0.746031746031746,0.003573329278491599,query_1,"['GO:0008150', 'GO:0065007']",Glut-M6
2317,GO:BP,GO:0048731,system development,0.0053253832414277835,True,"""The process whose specific outcome is the progression of an organismal system over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:dph, GOC:jid]",4123,63,23,26963,0.36507936507936506,0.005578462284744118,query_1,"['GO:0007275', 'GO:0048856']",Glut-M6
2318,GO:BP,GO:0009887,animal organ morphogenesis,0.0070336866105867825,True,"""Morphogenesis of an animal organ. An organ is defined as a tissue or set of tissues that work together to perform a specific function or functions. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:dgh, GOC:go_curators, ISBN:0471245208, ISBN:0721662544]",1097,63,11,26963,0.1746031746031746,0.010027347310847767,query_1,"['GO:0009653', 'GO:0048513']",Glut-M6
2319,GO:BP,GO:0090066,regulation of anatomical structure size,0.008140103873788352,True,"""Any process that modulates the size of an anatomical structure."" [GOC:dph, GOC:tb]",570,63,8,26963,0.12698412698412698,0.014035087719298246,query_1,['GO:0065008'],Glut-M6
2320,GO:BP,GO:0065007,biological regulation,0.008924938731319224,True,"""Any process that modulates a measurable attribute of any biological process, quality or function."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]",13542,63,47,26963,0.746031746031746,0.003470683798552651,query_1,['GO:0008150'],Glut-M6
2321,GO:BP,GO:0007187,"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger",0.008924938731319224,True,"""A G protein-coupled receptor signaling pathway in which the signal is transmitted via the activation or inhibition of a nucleotide cyclase activity and a subsequent change in the concentration of a cyclic nucleotide."" [GOC:mah, GOC:signaling, ISBN:0815316194]",33,63,3,26963,0.047619047619047616,0.09090909090909091,query_1,['GO:0007186'],Glut-M6
2322,GO:BP,GO:0051049,regulation of transport,0.013089742966679118,True,"""Any process that modulates the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",1743,63,13,26963,0.20634920634920634,0.007458405048766495,query_1,"['GO:0006810', 'GO:0032879']",Glut-M6
2323,GO:BP,GO:0008361,regulation of cell size,0.013089742966679118,True,"""Any process that modulates the size of a cell."" [GOC:go_curators]",215,63,5,26963,0.07936507936507936,0.023255813953488372,query_1,['GO:0032535'],Glut-M6
2324,GO:BP,GO:0008283,cell population proliferation,0.013089742966679118,True,"""The multiplication or reproduction of cells, resulting in the expansion of a cell population."" [GOC:mah, GOC:mb]",2176,63,15,26963,0.23809523809523808,0.006893382352941176,query_1,['GO:0009987'],Glut-M6
2325,GO:BP,GO:0007423,sensory organ development,0.013089742966679118,True,"""The process whose specific outcome is the progression of sensory organs over time, from its formation to the mature structure."" [GOC:go_curators]",653,63,8,26963,0.12698412698412698,0.01225114854517611,query_1,['GO:0048513'],Glut-M6
2326,GO:BP,GO:0050919,negative chemotaxis,0.013089742966679118,True,"""The directed movement of a motile cell or organism towards a lower concentration of a chemical."" [GOC:ai, GOC:bf, GOC:isa_complete]",45,63,3,26963,0.047619047619047616,0.06666666666666667,query_1,['GO:0006935'],Glut-M6
2327,GO:BP,GO:0043065,positive regulation of apoptotic process,0.013089742966679118,True,"""Any process that activates or increases the frequency, rate or extent of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]",629,63,8,26963,0.12698412698412698,0.012718600953895072,query_1,"['GO:0006915', 'GO:0042981', 'GO:0043068']",Glut-M6
2328,GO:BP,GO:0043410,positive regulation of MAPK cascade,0.013089742966679118,True,"""Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the MAPK cascade."" [GOC:go_curators]",482,63,7,26963,0.1111111111111111,0.014522821576763486,query_1,"['GO:0000165', 'GO:0043408', 'GO:1902533']",Glut-M6
2329,GO:BP,GO:0031399,regulation of protein modification process,0.013089742966679118,True,"""Any process that modulates the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."" [GOC:mah, GOC:tb]",1049,63,10,26963,0.15873015873015872,0.009532888465204958,query_1,"['GO:0036211', 'GO:0051246']",Glut-M6
2330,GO:BP,GO:0007166,cell surface receptor signaling pathway,0.013089742966679118,True,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor located on the cell surface. The pathway ends with regulation of a downstream cellular process, e.g. transcription."" [GOC:signaling]",2776,63,17,26963,0.2698412698412698,0.006123919308357349,query_1,['GO:0007165'],Glut-M6
2331,GO:BP,GO:0032502,developmental process,0.013089742966679118,True,"""A biological process whose specific outcome is the progression of an integrated living unit: an anatomical structure (which may be a subcellular structure, cell, tissue, or organ), or organism over time from an initial condition to a later condition."" [GOC:isa_complete]",6876,63,30,26963,0.47619047619047616,0.004363001745200698,query_1,['GO:0008150'],Glut-M6
2332,GO:BP,GO:0043068,positive regulation of programmed cell death,0.013089742966679118,True,"""Any process that activates or increases the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]",646,63,8,26963,0.12698412698412698,0.01238390092879257,query_1,"['GO:0012501', 'GO:0043067', 'GO:0048522']",Glut-M6
2333,GO:BP,GO:0051247,positive regulation of protein metabolic process,0.015087463697888546,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]",1085,63,10,26963,0.15873015873015872,0.009216589861751152,query_1,"['GO:0010604', 'GO:0019538', 'GO:0051246']",Glut-M6
2334,GO:BP,GO:1901890,positive regulation of cell junction assembly,0.015277682674135415,True,"""Any process that activates or increases the frequency, rate or extent of cell junction assembly."" [GOC:TermGenie]",124,63,4,26963,0.06349206349206349,0.03225806451612903,query_1,"['GO:0034329', 'GO:0044089', 'GO:0051130', 'GO:1901888']",Glut-M6
2335,GO:BP,GO:0030182,neuron differentiation,0.016927918554325346,True,"""The process in which a relatively unspecialized cell acquires specialized features of a neuron."" [GOC:mah]",1567,63,12,26963,0.19047619047619047,0.007657945118059987,query_1,"['GO:0030154', 'GO:0048699']",Glut-M6
2336,GO:BP,GO:0008015,blood circulation,0.016927918554325346,True,"""The flow of blood through the body of an animal, enabling the transport of nutrients to the tissues and the removal of waste products."" [GOC:mtg_heart, ISBN:0192800825]",534,63,7,26963,0.1111111111111111,0.013108614232209739,query_1,['GO:0003013'],Glut-M6
2337,GO:BP,GO:0007267,cell-cell signaling,0.019283435459639845,True,"""Any process that mediates the transfer of information from one cell to another. This process includes signal transduction in the receiving cell and, where applicable, release of a ligand and any processes that actively facilitate its transport and presentation to the receiving cell. Examples include signaling via soluble ligands, via cell adhesion molecules and via gap junctions."" [GOC:dos, GOC:mah]",1381,63,11,26963,0.1746031746031746,0.007965242577842143,query_1,"['GO:0007154', 'GO:0023052']",Glut-M6
2338,GO:BP,GO:0014052,regulation of gamma-aminobutyric acid secretion,0.019283435459639845,True,"""Any process that modulates the frequency, rate or extent of the regulated release of gamma-aminobutyric acid."" [GOC:ef]",12,63,2,26963,0.031746031746031744,0.16666666666666666,query_1,"['GO:0014051', 'GO:0032890', 'GO:0051046', 'GO:0051955']",Glut-M6
2339,GO:BP,GO:0090109,regulation of cell-substrate junction assembly,0.019283435459639845,True,"""Any process that modulates the rate, frequency, or extent of cell-substrate junction assembly. Cell-substrate junction assembly is the aggregation, arrangement and bonding together of a set of components to form a junction between a cell and its substrate."" [GOC:dph, GOC:tb]",58,63,3,26963,0.047619047619047616,0.05172413793103448,query_1,"['GO:0007044', 'GO:0150116', 'GO:1901888']",Glut-M6
2340,GO:BP,GO:0003013,circulatory system process,0.019283435459639845,True,"""A organ system process carried out by any of the organs or tissues of the circulatory system. The circulatory system is an organ system that moves extracellular fluids to and from tissue within a multicellular organism."" [GOC:mtg_cardio]",563,63,7,26963,0.1111111111111111,0.012433392539964476,query_1,['GO:0003008'],Glut-M6
2341,GO:BP,GO:0051496,positive regulation of stress fiber assembly,0.019283435459639845,True,"""Any process that activates or increases the frequency, rate or extent of the assembly of a stress fiber, a bundle of microfilaments and other proteins found in fibroblasts."" [GOC:ai]",58,63,3,26963,0.047619047619047616,0.05172413793103448,query_1,"['GO:0032233', 'GO:0043149', 'GO:0051492']",Glut-M6
2342,GO:BP,GO:0051963,regulation of synapse assembly,0.019283435459639845,True,"""Any process that modulates the frequency, rate or extent of synapse assembly, the aggregation, arrangement and bonding together of a set of components to form a synapse."" [GOC:ai, GOC:pr]",139,63,4,26963,0.06349206349206349,0.02877697841726619,query_1,"['GO:0007416', 'GO:0050807', 'GO:1901888']",Glut-M6
2343,GO:BP,GO:0051893,regulation of focal adhesion assembly,0.019283435459639845,True,"""Any process that modulates the frequency, rate or extent of focal adhesion formation, the establishment and maturation of focal adhesions."" [GOC:ai]",58,63,3,26963,0.047619047619047616,0.05172413793103448,query_1,"['GO:0001952', 'GO:0048041', 'GO:0090109']",Glut-M6
2344,GO:BP,GO:0032970,regulation of actin filament-based process,0.019283435459639845,True,"""Any process that modulates the frequency, rate or extent of any cellular process that depends upon or alters the actin cytoskeleton."" [GOC:mah]",393,63,6,26963,0.09523809523809523,0.015267175572519083,query_1,"['GO:0030029', 'GO:0050794']",Glut-M6
2345,GO:BP,GO:0050793,regulation of developmental process,0.019721296977126164,True,"""Any process that modulates the frequency, rate or extent of development, the biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:go_curators]",2699,63,16,26963,0.25396825396825395,0.005928121526491293,query_1,"['GO:0032502', 'GO:0050789']",Glut-M6
2346,GO:BP,GO:0048699,generation of neurons,0.020028270574591316,True,"""The process in which nerve cells are generated. This includes the production of neuroblasts and their differentiation into neurons."" [GOC:nln]",1649,63,12,26963,0.19047619047619047,0.0072771376591873865,query_1,['GO:0022008'],Glut-M6
2347,GO:BP,GO:0048593,camera-type eye morphogenesis,0.020214244063950292,True,"""The process in which the anatomical structures of the eye are generated and organized. The camera-type eye is an organ of sight that receives light through an aperture and focuses it through a lens, projecting it on a photoreceptor field."" [GOC:jid, GOC:mtg_sensu]",148,63,4,26963,0.06349206349206349,0.02702702702702703,query_1,"['GO:0043010', 'GO:0048592']",Glut-M6
2348,GO:BP,GO:0022008,neurogenesis,0.020214244063950292,True,"""Generation of cells within the nervous system."" [GO_REF:0000021, GOC:cls, GOC:curators, GOC:dgh, GOC:dph, GOC:jid]",1907,63,13,26963,0.20634920634920634,0.0068169900367068695,query_1,"['GO:0007399', 'GO:0030154']",Glut-M6
2349,GO:BP,GO:0007275,multicellular organism development,0.02052936199609747,True,"""The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:dph, GOC:ems, GOC:isa_complete, GOC:tb]",4886,63,23,26963,0.36507936507936506,0.004707327056897258,query_1,"['GO:0032501', 'GO:0048856']",Glut-M6
2350,GO:BP,GO:0150116,regulation of cell-substrate junction organization,0.020898947363179425,True,"""Any process that modulates the frequency, rate or extent of cell-substrate junction organization."" [GOC:aruk]",63,63,3,26963,0.047619047619047616,0.047619047619047616,query_1,"['GO:0051128', 'GO:0150115']",Glut-M6
2351,GO:BP,GO:0048856,anatomical structure development,0.021365947248607107,True,"""The biological process whose specific outcome is the progression of an anatomical structure from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure, whatever form that may be including its natural destruction. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GO_REF:0000021]",6290,63,27,26963,0.42857142857142855,0.004292527821939587,query_1,['GO:0032502'],Glut-M6
2352,GO:BP,GO:0030029,actin filament-based process,0.021365947248607107,True,"""Any cellular process that depends upon or alters the actin cytoskeleton, that part of the cytoskeleton comprising actin filaments and their associated proteins."" [GOC:mah]",783,63,8,26963,0.12698412698412698,0.010217113665389528,query_1,['GO:0009987'],Glut-M6
2353,GO:BP,GO:0051241,negative regulation of multicellular organismal process,0.02205200977897266,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of an organismal process, the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai]",1218,63,10,26963,0.15873015873015872,0.008210180623973728,query_1,"['GO:0032501', 'GO:0048519', 'GO:0051239']",Glut-M6
2354,GO:BP,GO:0048880,sensory system development,0.022258310340729903,True,"""The process whose specific outcome is the progression of a sensory system over time from its formation to the mature structure."" [GOC:dgh]",442,63,6,26963,0.09523809523809523,0.013574660633484163,query_1,['GO:0048731'],Glut-M6
2355,GO:BP,GO:0051094,positive regulation of developmental process,0.022258310340729903,True,"""Any process that activates or increases the rate or extent of development, the biological process whose specific outcome is the progression of an organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:ai]",1480,63,11,26963,0.1746031746031746,0.007432432432432433,query_1,"['GO:0032502', 'GO:0048518', 'GO:0050793']",Glut-M6
2356,GO:BP,GO:0150063,visual system development,0.022258310340729903,True,"""The process whose specific outcome is the progression of the visual system over time, from its formation to the mature structure, including the eye, parts of the central nervous system (CNS) involved in processing of visual inputs, and connecting nerve pathways."" [GOC:aruk, GOC:bc, GOC:krc, PMID:15004427, PMID:20647017, PMID:22632727]",437,63,6,26963,0.09523809523809523,0.013729977116704805,query_1,['GO:0048880'],Glut-M6
2357,GO:BP,GO:0044087,regulation of cellular component biogenesis,0.022258310340729903,True,"""Any process that modulates the frequency, rate or extent of cellular component biogenesis, a process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component."" [GOC:jl]",1015,63,9,26963,0.14285714285714285,0.008866995073891626,query_1,"['GO:0044085', 'GO:0050794']",Glut-M6
2358,GO:BP,GO:0055008,cardiac muscle tissue morphogenesis,0.022258310340729903,True,"""The process in which the anatomical structures of cardiac muscle tissue are generated and organized."" [GOC:devbiol]",67,63,3,26963,0.047619047619047616,0.04477611940298507,query_1,"['GO:0003007', 'GO:0048738', 'GO:0060415']",Glut-M6
2359,GO:BP,GO:0001932,regulation of protein phosphorylation,0.022258310340729903,True,"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into an amino acid in a protein."" [GOC:hjd]",808,63,8,26963,0.12698412698412698,0.009900990099009901,query_1,"['GO:0006468', 'GO:0031399', 'GO:0042325']",Glut-M6
2360,GO:BP,GO:0032233,positive regulation of actin filament bundle assembly,0.022258310340729903,True,"""Any process that activates or increases the frequency, rate or extent of the assembly of actin filament bundles."" [GOC:mah]",68,63,3,26963,0.047619047619047616,0.04411764705882353,query_1,"['GO:0032231', 'GO:0044089', 'GO:0051017', 'GO:0051495', 'GO:1902905']",Glut-M6
2361,GO:BP,GO:0001654,eye development,0.022258310340729903,True,"""The process whose specific outcome is the progression of the eye over time, from its formation to the mature structure. The eye is the organ of sight."" [GOC:jid, GOC:jl]",434,63,6,26963,0.09523809523809523,0.013824884792626729,query_1,"['GO:0007423', 'GO:0150063']",Glut-M6
2362,GO:BP,GO:0043269,regulation of monoatomic ion transport,0.022390334593393915,True,"""Any process that modulates the frequency, rate or extent of the directed movement of charged atoms or small charged molecules into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:jl]",444,63,6,26963,0.09523809523809523,0.013513513513513514,query_1,"['GO:0006811', 'GO:0051049']",Glut-M6
2363,GO:BP,GO:1903729,regulation of plasma membrane organization,0.022717011677242115,True,"""Any process that modulates the frequency, rate or extent of plasma membrane organization."" [GO_REF:0000058, GOC:TermGenie, PMID:24514900]",16,63,2,26963,0.031746031746031744,0.125,query_1,"['GO:0007009', 'GO:0051128']",Glut-M6
2364,GO:BP,GO:0050794,regulation of cellular process,0.022717011677242115,True,"""Any process that modulates the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators]",12758,63,43,26963,0.6825396825396826,0.0033704342373412762,query_1,"['GO:0009987', 'GO:0050789']",Glut-M6
2365,GO:BP,GO:1901700,response to oxygen-containing compound,0.022717011677242115,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus."" [GOC:pr, GOC:TermGenie]",2004,63,13,26963,0.20634920634920634,0.006487025948103792,query_1,['GO:0042221'],Glut-M6
2366,GO:BP,GO:0065008,regulation of biological quality,0.02355120245492632,True,"""Any process that modulates a qualitative or quantitative trait of a biological quality. A biological quality is a measurable attribute of an organism or part of an organism, such as size, mass, shape, color, etc."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]",3142,63,17,26963,0.2698412698412698,0.0054105665181413114,query_1,['GO:0065007'],Glut-M6
2367,GO:BP,GO:0007015,actin filament organization,0.023669460277031255,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments. Includes processes that control the spatial distribution of actin filaments, such as organizing filaments into meshworks, bundles, or other structures, as by cross-linking."" [GOC:mah]",457,63,6,26963,0.09523809523809523,0.01312910284463895,query_1,"['GO:0030036', 'GO:0097435']",Glut-M6
2368,GO:BP,GO:0097190,apoptotic signaling pathway,0.023669460277031255,True,"""The series of molecular signals which triggers the apoptotic death of a cell. The pathway starts with reception of a signal, and ends when the execution phase of apoptosis is triggered."" [GOC:mtg_apoptosis]",636,63,7,26963,0.1111111111111111,0.0110062893081761,query_1,"['GO:0006915', 'GO:0007165']",Glut-M6
2369,GO:BP,GO:0014051,gamma-aminobutyric acid secretion,0.0240321460364975,True,"""The regulated release of gamma-aminobutyric acid by a cell or a tissue. The gamma-aminobutyric acid is the principal inhibitory neurotransmitter in the brain but is also found in several extraneural tissues."" [GOC:ef]",17,63,2,26963,0.031746031746031744,0.11764705882352941,query_1,"['GO:0015812', 'GO:0046717']",Glut-M6
2370,GO:BP,GO:0048666,neuron development,0.02526238986682665,True,"""The process whose specific outcome is the progression of a neuron over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."" [GOC:dph]",1289,63,10,26963,0.15873015873015872,0.007757951900698216,query_1,"['GO:0030182', 'GO:0048468']",Glut-M6
2371,GO:BP,GO:0090596,sensory organ morphogenesis,0.025854357504980604,True,"""Morphogenesis of a sensory organ. A sensory organ is defined as a tissue or set of tissues that work together to receive and transmit signals from external or internal stimuli. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:kmv, ISBN:978-0199210893]",310,63,5,26963,0.07936507936507936,0.016129032258064516,query_1,"['GO:0007423', 'GO:0009887']",Glut-M6
2372,GO:BP,GO:0034329,cell junction assembly,0.02590337245279337,True,"""A cellular process that results in the aggregation, arrangement and bonding together of a set of components to form a cell junction."" [GOC:mah]",471,63,6,26963,0.09523809523809523,0.012738853503184714,query_1,"['GO:0022607', 'GO:0034330']",Glut-M6
2373,GO:BP,GO:0007165,signal transduction,0.026956482835860624,True,"""The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."" [GOC:go_curators, GOC:mtg_signaling_feb11]",6923,63,28,26963,0.4444444444444444,0.004044489383215369,query_1,"['GO:0007154', 'GO:0009987', 'GO:0023052', 'GO:0050794', 'GO:0051716']",Glut-M6
2374,GO:BP,GO:0048592,eye morphogenesis,0.026956482835860624,True,"""The process in which the anatomical structures of the eye are generated and organized."" [GOC:jid, GOC:mtg_sensu]",184,63,4,26963,0.06349206349206349,0.021739130434782608,query_1,"['GO:0001654', 'GO:0090596']",Glut-M6
2375,GO:BP,GO:0060415,muscle tissue morphogenesis,0.026956482835860624,True,"""The process in which the anatomical structures of muscle tissue are generated and organized. Muscle tissue consists of a set of cells that are part of an organ and carry out a contractive function."" [GOC:dph]",80,63,3,26963,0.047619047619047616,0.0375,query_1,"['GO:0048644', 'GO:0048729']",Glut-M6
2376,GO:BP,GO:1903530,regulation of secretion by cell,0.026956482835860624,True,"""Any process that modulates the frequency, rate or extent of secretion by cell."" [GO_REF:0000058, GOC:pm, GOC:TermGenie, PMID:12130530]",670,63,7,26963,0.1111111111111111,0.010447761194029851,query_1,"['GO:0032940', 'GO:0050794', 'GO:0051046']",Glut-M6
2377,GO:BP,GO:0048041,focal adhesion assembly,0.026956482835860624,True,"""The aggregation and bonding together of a set of components to form a focal adhesion, a complex of intracellular signaling and structural proteins that provides a structural link between the internal actin cytoskeleton and the ECM, and also function as a locus of signal transduction activity."" [GOC:jid, GOC:mah]",80,63,3,26963,0.047619047619047616,0.0375,query_1,"['GO:0007044', 'GO:0007160']",Glut-M6
2378,GO:BP,GO:0060042,retina morphogenesis in camera-type eye,0.026956482835860624,True,"""The process in which the anatomical structure of the retina is generated and organized."" [GOC:bf, GOC:dph, GOC:mtg_sensu]",80,63,3,26963,0.047619047619047616,0.0375,query_1,"['GO:0009653', 'GO:0048593', 'GO:0060041']",Glut-M6
2379,GO:BP,GO:0042325,regulation of phosphorylation,0.026956482835860624,True,"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into a molecule."" [GOC:jl]",868,63,8,26963,0.12698412698412698,0.009216589861751152,query_1,"['GO:0016310', 'GO:0019220']",Glut-M6
2380,GO:BP,GO:0043408,regulation of MAPK cascade,0.026956482835860624,True,"""Any process that modulates the frequency, rate or extent of signal transduction mediated by the MAP kinase (MAPK) cascade."" [GOC:go_curators]",667,63,7,26963,0.1111111111111111,0.010494752623688156,query_1,"['GO:0000165', 'GO:1902531']",Glut-M6
2381,GO:BP,GO:0032305,positive regulation of icosanoid secretion,0.02814569835045921,True,"""Any process that activates or increases the frequency, rate or extent of the controlled release of an icosanoid from a cell."" [GOC:mah]",20,63,2,26963,0.031746031746031744,0.1,query_1,"['GO:0032303', 'GO:0032309', 'GO:0051047', 'GO:2000193']",Glut-M6
2382,GO:BP,GO:0048513,animal organ development,0.029078111087260924,True,"""Development of a tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:dph, GOC:jid]",3267,63,17,26963,0.2698412698412698,0.005203550658096113,query_1,['GO:0048856'],Glut-M6
2383,GO:BP,GO:0051495,positive regulation of cytoskeleton organization,0.030667764355269453,True,"""Any process that activates or increases the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures."" [GOC:ai]",194,63,4,26963,0.06349206349206349,0.020618556701030927,query_1,"['GO:0007010', 'GO:0010638', 'GO:0051493']",Glut-M6
2384,GO:BP,GO:0048644,muscle organ morphogenesis,0.03150286432539576,True,"""The process in which the anatomical structures of muscle are generated and organized."" [GOC:jid]",88,63,3,26963,0.047619047619047616,0.03409090909090909,query_1,"['GO:0007517', 'GO:0009887']",Glut-M6
2385,GO:BP,GO:0030036,actin cytoskeleton organization,0.03150286432539576,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins."" [GOC:dph, GOC:jl, GOC:mah]",696,63,7,26963,0.1111111111111111,0.010057471264367816,query_1,"['GO:0007010', 'GO:0030029']",Glut-M6
2386,GO:BP,GO:0032501,multicellular organismal process,0.03158137283521871,True,"""Any biological process, occurring at the level of a multicellular organism, pertinent to its function."" [GOC:curators, GOC:dph, GOC:isa_complete, GOC:tb]",8528,63,32,26963,0.5079365079365079,0.00375234521575985,query_1,['GO:0008150'],Glut-M6
2387,GO:BP,GO:0033123,positive regulation of purine nucleotide catabolic process,0.032063412909949754,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of purine nucleotides."" [GOC:mah]",24,63,2,26963,0.031746031746031744,0.08333333333333333,query_1,"['GO:0006195', 'GO:0030813', 'GO:0033121', 'GO:1900544']",Glut-M6
2388,GO:BP,GO:0033043,regulation of organelle organization,0.032063412909949754,True,"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:mah]",1155,63,9,26963,0.14285714285714285,0.007792207792207792,query_1,"['GO:0006996', 'GO:0051128']",Glut-M6
